texto_diario,emocion_principal,label
i usually doubt my self at this point as i feel i should be that amazing housewife who motors all day and has a list of things they can tell theyre husband they did all day while they were at work and i was at home,surprise,5
sometime back another girl who was in terms with my exboyfriend came to shout at me at twelve midnight it was because she thought i was still interested in the boy,anger,3
ill be honest i feel almost as relieved now as i did when i first found out i was getting book published,joy,0
i started sewing more garments i feel like so many popular clothing brands are so cheaply made,joy,0
i asked the girls i was with if it was just me or if their eyes were feeling weird also,surprise,5
i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel,anger,3
i just feel really emotionally drained,sadness,1
i feel it pinging my brain and its not pleasant,joy,0
i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,fear,2
i feel as though my body is damaged like everything has just stopped and ive became a little girl again,sadness,1
i friends its a feeling that runs under everything he is every dumbass word he says and moronic thing he does but its worst when hes with rukia,sadness,1
i walked away from them feeling discouraged about how technology seems to have replaced relationships in so many ways lately and what did i do,sadness,1
i feel like robin is very troubled right now maeve feel free to comment,sadness,1
i know im not in the best place of my life still dealing with the infertility issue but i feel i have a lot to be thankful for,joy,0
i feel a bit frightened that you are touching my car while i am away repeatedly i ask you to stop putting stuff on it,fear,2
i didnt feel as amazed as i expected their nail area is quite small and isnt very posh and cushy like i hoped,surprise,5
i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my heart,sadness,1
i just need to find ways to feel pretty,joy,0
i started today feeling not terrible,sadness,1
i feel like a treasured prize,love,4
i still feel that i expect pieces of the world from him but im afraid to come close and place those expectations upon him again in fear that hell disappoint me,fear,2
i forgot to feel sentimental about my line being pulled,sadness,1
i don t feel like creating another religion that will cause trouble to the troubled souls of many,sadness,1
i feel like the one who is being blamed and the one who would get upset if problems arose in the future,sadness,1
i feel this ad does i m not impressed,surprise,5
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,love,4
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,joy,0
i feel completely shaken up,fear,2
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger,3
i have a feeling its the kind of thing logan would have admired and hes the last person on earth would have ever betrayed that trust,love,4
i am able to write a full letter in insular minuscule and i will probably never have the skill of xviith century writing masters such as maria strick or jan van den velde but i feel that learning a craft is a worthwhile effort in and for itself,joy,0
i feel so relieved but at the same time i feel so lost,joy,0
i wanted the viewer to feel as though they were a spectator on this pleasant winter afternoon standing at the edge of this cliff peeking through the tree boughs,joy,0
